seed,best_fitness,generation,mean_fitness,std_fitness
42,163.65753173828125,1,105.41665649414062,0.0
42,168.66578674316406,2,144.4322052001953,0.0
42,181.43492126464844,3,162.1742706298828,0.0
42,184.58103942871094,4,173.953125,0.0
42,186.6266632080078,5,180.97084045410156,0.0
42,189.75845336914062,6,185.37960815429688,0.0
42,189.84889221191406,7,187.03231811523438,0.0
42,190.38157653808594,8,188.9992218017578,0.0
42,191.4048614501953,9,190.1291046142578,0.0
42,192.10780334472656,10,190.76675415039062,0.0
42,192.31869506835938,11,191.518310546875,0.0
42,192.4833984375,12,191.95159912109375,0.0
42,192.58621215820312,13,192.22531127929688,0.0
42,192.9030303955078,14,192.43502807617188,0.0
42,193.22216796875,15,192.70411682128906,0.0
42,193.39466857910156,16,192.91064453125,0.0
42,193.49822998046875,17,193.220458984375,0.0
42,193.5388946533203,18,193.39329528808594,0.0
42,193.64805603027344,19,193.4899139404297,0.0
42,193.7042236328125,20,193.55091857910156,0.0
42,193.731201171875,21,193.63043212890625,0.0
42,193.76150512695312,22,193.70591735839844,0.0
42,193.8074493408203,23,193.7412872314453,0.0
42,193.82479858398438,24,193.77493286132812,0.0
42,193.8296661376953,25,193.80203247070312,0.0
42,193.83982849121094,26,193.8126678466797,0.0
42,193.84323120117188,27,193.82191467285156,0.0
42,193.85189819335938,28,193.8239288330078,0.0
42,193.85189819335938,29,193.831298828125,0.0
42,193.85189819335938,30,193.83819580078125,0.0
42,193.85366821289062,31,193.84130859375,0.0
42,193.85366821289062,32,193.84153747558594,0.0
42,193.85391235351562,33,193.8396759033203,0.0
42,193.8542938232422,34,193.84120178222656,0.0
42,193.8550262451172,35,193.84718322753906,0.0
42,193.8557586669922,36,193.84445190429688,0.0
42,193.85585021972656,37,193.84796142578125,0.0
42,193.85592651367188,38,193.8446044921875,0.0
42,193.85604858398438,39,193.84249877929688,0.0
42,193.8563232421875,40,193.84890747070312,0.0
42,193.8563232421875,41,193.8418731689453,0.0
42,193.8565673828125,42,193.84608459472656,0.0
42,193.8565673828125,43,193.83804321289062,0.0
42,193.8565673828125,44,193.84432983398438,0.0
42,193.85659790039062,45,193.84706115722656,0.0
42,193.8566131591797,46,193.85072326660156,0.0
42,193.85665893554688,47,193.84732055664062,0.0
42,193.85665893554688,48,193.8476104736328,0.0
42,193.856689453125,49,193.84872436523438,0.0
42,193.856689453125,50,193.8445587158203,0.0
42,193.856689453125,51,193.84974670410156,0.0
42,193.856689453125,52,193.8485107421875,0.0
42,193.856689453125,53,193.8452911376953,0.0
42,193.85670471191406,54,193.84510803222656,0.0
42,193.85670471191406,55,193.84584045410156,0.0
42,193.85670471191406,56,193.84912109375,0.0
42,193.85670471191406,57,193.84432983398438,0.0
42,193.85670471191406,58,193.84710693359375,0.0
42,193.85670471191406,59,193.84719848632812,0.0
42,193.85671997070312,60,193.8492889404297,0.0
42,193.85671997070312,61,193.84906005859375,0.0
42,193.85671997070312,62,193.8456268310547,0.0
42,193.85671997070312,63,193.84326171875,0.0
42,193.85671997070312,64,193.8512420654297,0.0
42,193.85671997070312,65,193.8484649658203,0.0
42,193.85671997070312,66,193.85006713867188,0.0
42,193.85671997070312,67,193.84866333007812,0.0
42,193.85671997070312,68,193.85121154785156,0.0
42,193.85671997070312,69,193.84127807617188,0.0
42,193.85671997070312,70,193.8475341796875,0.0
42,193.85671997070312,71,193.85113525390625,0.0
42,193.85671997070312,72,193.84527587890625,0.0
42,193.85671997070312,73,193.84725952148438,0.0
42,193.85671997070312,74,193.84515380859375,0.0
42,193.85671997070312,75,193.8477325439453,0.0
42,193.85671997070312,76,193.84762573242188,0.0
42,193.85671997070312,77,193.8435516357422,0.0
42,193.85671997070312,78,193.8504180908203,0.0
42,193.85671997070312,79,193.84573364257812,0.0
42,193.85671997070312,80,193.8483123779297,0.0
42,193.85671997070312,81,193.84336853027344,0.0
42,193.85671997070312,82,193.8483123779297,0.0
42,193.85671997070312,83,193.84808349609375,0.0
42,193.85671997070312,84,193.84432983398438,0.0
42,193.85671997070312,85,193.8502655029297,0.0
42,193.85671997070312,86,193.84532165527344,0.0
42,193.85671997070312,87,193.84689331054688,0.0
42,193.85671997070312,88,193.8429718017578,0.0
42,193.85671997070312,89,193.84947204589844,0.0
42,193.85671997070312,90,193.85116577148438,0.0
42,193.85671997070312,91,193.85012817382812,0.0
42,193.85671997070312,92,193.8484649658203,0.0
42,193.85671997070312,93,193.84402465820312,0.0
42,193.85671997070312,94,193.8526153564453,0.0
42,193.85671997070312,95,193.84390258789062,0.0
42,193.85671997070312,96,193.8494415283203,0.0
42,193.85671997070312,97,193.84947204589844,0.0
42,193.85671997070312,98,193.84886169433594,0.0
42,193.85671997070312,99,193.8465576171875,0.0
42,193.85671997070312,100,193.8480224609375,0.0
43,167.96641540527344,1,118.35405731201172,0.0
43,173.32740783691406,2,149.09750366210938,0.0
43,182.55386352539062,3,165.7088623046875,0.0
43,189.19747924804688,4,175.24667358398438,0.0
43,190.29515075683594,5,183.44952392578125,0.0
43,191.02523803710938,6,187.906005859375,0.0
43,191.79498291015625,7,190.16714477539062,0.0
43,192.35903930664062,8,191.29397583007812,0.0
43,192.51312255859375,9,191.890625,0.0
43,192.81771850585938,10,192.2664031982422,0.0
43,193.05015563964844,11,192.63792419433594,0.0
43,193.23289489746094,12,192.85690307617188,0.0
43,193.40945434570312,13,193.050537109375,0.0
43,193.48118591308594,14,193.24325561523438,0.0
43,193.54454040527344,15,193.34844970703125,0.0
43,193.5889892578125,16,193.4409942626953,0.0
43,193.66302490234375,17,193.52694702148438,0.0
43,193.70501708984375,18,193.5867462158203,0.0
43,193.7869415283203,19,193.65728759765625,0.0
43,193.78720092773438,20,193.70681762695312,0.0
43,193.82896423339844,21,193.75706481933594,0.0
43,193.83245849609375,22,193.7947540283203,0.0
43,193.8332061767578,23,193.8057403564453,0.0
43,193.8451385498047,24,193.81515502929688,0.0
43,193.84605407714844,25,193.82151794433594,0.0
43,193.85035705566406,26,193.82937622070312,0.0
43,193.85084533691406,27,193.83897399902344,0.0
43,193.85305786132812,28,193.8377227783203,0.0
43,193.8556365966797,29,193.83819580078125,0.0
43,193.8556365966797,30,193.8416748046875,0.0
43,193.85581970214844,31,193.84014892578125,0.0
43,193.8560333251953,32,193.8424530029297,0.0
43,193.85614013671875,33,193.8457794189453,0.0
43,193.85618591308594,34,193.8446502685547,0.0
43,193.85618591308594,35,193.847412109375,0.0
43,193.85621643066406,36,193.84808349609375,0.0
43,193.85623168945312,37,193.84542846679688,0.0
43,193.8563690185547,38,193.8467559814453,0.0
43,193.8563995361328,39,193.84085083007812,0.0
43,193.8563995361328,40,193.8495635986328,0.0
43,193.85650634765625,41,193.84710693359375,0.0
43,193.8565216064453,42,193.8465576171875,0.0
43,193.85655212402344,43,193.84567260742188,0.0
43,193.85658264160156,44,193.84718322753906,0.0
